session_id,num_of_clicks,Total_revenue,year,month,day,country_of_user,unique_categories,unique_product_models,colour_of_product,location_of_product,model_photography,price_above_avg,ratio_of_above_avg_price,page_number,purchased,date,day_of_week,is_weekend,is_end_of_month,week_num,session_duration_min,bounced,avg_time_per_click,category_1_clicks,category_2_clicks,category_3_clicks,category_4_clicks,first_category,category_switches,last_category,num_revisits,cluster_label
23192,3,114,2008,8,7,29,2,3,3,3,2,1,0.6666666666666666,2,1,2008-04-17,3,0,0,16,2.0,0,0.6666666666666666,0,0,2,1,3,2,3,0.0,0
23193,1,43,2008,8,7,29,1,1,1,1,1,2,0.0,1,0,2008-06-11,2,0,0,24,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23195,4,224,2008,8,7,29,1,4,2,3,1,1,0.75,2,0,2008-04-15,1,0,0,16,6.0,0,1.5,0,4,0,0,2,0,2,0.0,0
23196,65,2382,2008,8,7,29,3,64,12,6,2,1,0.46153846153846156,5,1,2008-06-20,4,0,0,25,79.0,0,1.2153846153846153,0,1,10,54,3,15,4,1.0,1
23197,3,124,2008,8,7,46,1,3,1,3,1,2,0.0,1,0,2008-05-08,3,0,0,19,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
23199,4,166,2008,8,7,46,3,4,4,2,2,1,0.5,1,0,2008-06-14,5,1,0,24,3.0,0,0.75,1,1,2,0,3,3,3,0.0,0
23200,1,48,2008,8,7,46,1,1,1,1,1,1,1.0,1,0,2008-05-21,2,0,0,21,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23201,16,788,2008,8,7,29,3,16,5,5,2,1,0.75,1,1,2008-05-04,6,1,0,18,20.0,0,1.25,3,7,0,6,2,10,2,0.0,1
23202,2,76,2008,8,7,29,1,2,2,2,2,1,0.5,1,0,2008-04-09,2,0,0,15,1.0,0,0.5,0,0,2,0,3,0,3,0.0,0
23203,11,471,2008,8,7,29,3,10,5,4,1,1,0.9090909090909091,1,1,2008-07-25,4,0,0,30,10.0,0,0.9090909090909091,0,2,3,6,2,6,2,1.0,0
23204,1,33,2008,8,7,29,1,1,1,1,1,2,0.0,1,1,2008-04-25,4,0,0,17,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
23205,3,128,2008,8,7,9,1,3,2,3,2,1,0.3333333333333333,2,0,2008-07-16,2,0,0,29,2.0,0,0.6666666666666666,0,3,0,0,2,0,2,0.0,0
23206,3,128,2008,8,7,29,1,3,2,3,1,1,0.3333333333333333,1,0,2008-04-19,5,1,0,16,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
23207,3,109,2008,8,7,29,2,3,3,3,2,1,0.3333333333333333,1,1,2008-04-29,1,0,0,18,3.0,0,1.0,2,0,0,1,4,1,1,0.0,0
23208,7,295,2008,8,7,29,2,7,3,5,2,1,0.7142857142857143,2,1,2008-05-15,3,0,0,20,7.0,0,1.0,0,0,4,3,3,3,4,0.0,0
23209,1,38,2008,8,7,29,1,1,1,1,1,1,1.0,1,1,2008-07-25,4,0,0,30,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
23210,1,38,2008,8,7,29,1,1,1,1,1,2,0.0,1,0,2008-04-04,4,0,0,14,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23211,2,91,2008,8,7,29,2,2,2,2,1,1,1.0,1,1,2008-06-22,6,1,0,25,1.0,0,0.5,0,0,1,1,3,1,4,0.0,0
23212,9,404,2008,8,7,9,2,8,5,5,2,1,0.3333333333333333,4,0,2008-05-09,4,0,0,19,9.0,0,1.0,6,0,3,0,1,6,1,1.0,0
23213,7,304,2008,8,7,9,1,7,6,4,2,1,0.2857142857142857,2,0,2008-05-19,0,0,0,21,6.0,0,0.8571428571428571,0,7,0,0,2,0,2,0.0,0
23214,7,397,2008,8,7,29,2,3,2,2,1,1,0.5714285714285714,1,0,2008-06-06,4,0,0,23,9.0,0,1.2857142857142858,5,2,0,0,1,3,2,3.0,0
23215,1,62,2008,8,7,12,1,1,1,1,1,1,1.0,1,0,2008-04-11,4,0,0,15,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23216,1,48,2008,8,7,29,1,1,1,1,1,1,1.0,1,0,2008-06-30,0,0,0,27,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23217,12,501,2008,8,7,29,4,12,6,5,2,1,0.3333333333333333,4,1,2008-07-12,5,1,0,28,11.0,0,0.9166666666666666,6,1,2,3,1,9,2,0.0,0
23218,2,120,2008,8,7,29,1,2,1,2,1,1,0.5,1,0,2008-06-30,0,0,0,27,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
23219,1,43,2008,8,7,29,1,1,1,1,1,2,0.0,1,0,2008-05-20,1,0,0,21,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23220,7,307,2008,8,7,29,2,7,6,4,1,1,0.5714285714285714,1,0,2008-04-19,5,1,0,16,6.0,0,0.8571428571428571,4,0,3,0,3,1,1,0.0,0
23221,1,43,2008,8,7,29,1,1,1,1,1,2,0.0,1,0,2008-04-02,2,0,0,14,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23222,16,587,2008,8,7,29,2,11,3,5,2,1,0.625,2,1,2008-05-13,1,0,0,20,18.0,0,1.125,0,1,0,15,4,2,4,4.0,1
23223,1,62,2008,8,7,29,1,1,1,1,1,1,1.0,1,0,2008-04-23,2,0,0,17,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23224,7,301,2008,8,8,29,2,5,5,3,2,1,0.7142857142857143,2,1,2008-04-16,2,0,0,16,8.0,0,1.1428571428571428,1,0,0,6,4,2,4,2.0,0
23225,1,33,2008,8,8,29,1,1,1,1,1,2,0.0,1,1,2008-05-20,1,0,0,21,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
23226,1,52,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-07-31,3,0,0,31,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23227,1,62,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-04-14,0,0,0,16,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23228,4,176,2008,8,8,29,2,4,3,2,1,1,0.25,1,0,2008-07-22,1,0,0,30,4.0,0,1.0,3,1,0,0,2,1,1,0.0,0
23229,2,76,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-04-16,2,0,0,16,1.0,0,0.5,2,0,0,0,1,0,1,1.0,0
23231,2,76,2008,8,8,29,1,2,2,2,2,1,0.5,2,0,2008-05-30,4,0,0,22,1.0,0,0.5,0,0,2,0,3,0,3,0.0,0
23232,1,57,2008,8,8,42,1,1,1,1,1,1,1.0,1,0,2008-06-24,1,0,0,26,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23233,22,995,2008,8,8,12,4,20,7,5,2,1,0.5454545454545454,3,1,2008-04-07,0,0,0,15,29.0,0,1.3181818181818181,11,6,1,4,1,15,4,2.0,1
23234,1,48,2008,8,8,9,1,1,1,1,1,1,1.0,1,0,2008-04-02,2,0,0,14,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23235,1,33,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-06-12,3,0,0,24,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23236,1,82,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-07-27,6,1,0,30,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23237,8,338,2008,8,8,29,4,8,5,5,2,1,0.75,1,1,2008-05-27,1,0,0,22,10.0,0,1.25,2,1,2,3,1,5,3,0.0,0
23238,1,52,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-05-12,0,0,0,20,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23239,3,133,2008,8,8,29,1,3,2,2,1,1,0.3333333333333333,1,0,2008-07-31,3,0,0,31,2.0,0,0.6666666666666666,0,0,3,0,3,0,3,0.0,0
23240,5,233,2008,8,8,29,1,4,4,3,2,1,0.4,1,0,2008-05-07,2,0,0,19,4.0,0,0.8,0,5,0,0,2,0,2,1.0,0
23241,1,28,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-06-25,2,0,0,26,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23243,8,269,2008,8,8,37,2,8,6,4,2,1,0.125,5,1,2008-08-03,6,1,0,31,8.0,0,1.0,3,0,0,5,4,4,4,0.0,0
23244,25,1124,2008,8,8,29,3,21,8,5,2,1,0.52,3,1,2008-04-21,0,0,0,17,27.0,0,1.08,11,0,6,8,4,18,4,3.0,1
23245,9,307,2008,8,8,29,1,9,5,6,2,1,0.5555555555555556,3,1,2008-04-02,2,0,0,14,12.0,0,1.3333333333333333,0,0,0,9,4,0,4,0.0,0
23246,14,570,2008,8,8,29,3,14,7,6,2,1,0.42857142857142855,4,1,2008-04-11,4,0,0,15,15.0,0,1.0714285714285714,5,0,5,4,1,7,3,0.0,0
23247,5,209,2008,8,8,29,2,5,3,5,2,1,0.6,1,1,2008-07-06,6,1,0,27,5.0,0,1.0,2,0,0,3,1,3,4,0.0,0
23248,2,90,2008,8,8,29,2,2,2,2,2,1,0.5,1,1,2008-04-24,3,0,0,17,1.0,0,0.5,0,1,0,1,4,1,2,0.0,0
23249,5,255,2008,8,8,29,3,5,3,4,1,1,0.8,1,1,2008-08-12,1,0,0,33,4.0,0,0.8,3,1,0,1,2,2,4,0.0,0
23250,3,160,2008,8,8,29,2,3,2,2,2,1,1.0,2,0,2008-07-11,4,0,0,28,3.0,0,1.0,0,1,2,0,3,1,2,0.0,0
23251,1,52,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-07-30,2,0,0,31,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23252,6,261,2008,8,8,29,4,6,6,4,2,1,0.5,3,1,2008-08-04,0,0,0,32,6.0,0,1.0,1,1,2,2,4,4,3,0.0,0
23254,4,149,2008,8,8,29,2,4,3,2,1,1,0.5,2,0,2008-04-02,2,0,0,14,4.0,0,1.0,1,0,3,0,3,1,1,0.0,0
23255,7,402,2008,8,8,29,2,6,2,4,1,1,0.5714285714285714,1,0,2008-06-29,6,1,0,26,7.0,0,1.0,6,1,0,0,1,2,1,1.0,0
23256,25,1154,2008,8,8,29,4,24,6,6,2,1,0.56,4,1,2008-08-01,4,0,0,31,29.0,0,1.16,13,4,3,5,2,17,4,1.0,1
23257,4,171,2008,8,8,29,3,4,3,2,1,1,0.25,1,0,2008-07-20,6,1,0,29,3.0,0,0.75,2,1,1,0,2,3,1,0.0,0
23258,1,28,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-07-03,3,0,0,27,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23259,1,52,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-05-15,3,0,0,20,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23260,1,43,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-07-10,3,0,0,28,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23261,35,1602,2008,8,8,29,2,17,5,5,2,1,0.45714285714285713,2,1,2008-07-29,1,0,0,31,39.0,0,1.1142857142857143,25,0,0,10,1,12,1,8.0,1
23262,5,189,2008,8,8,29,2,5,3,4,2,1,0.4,3,1,2008-05-16,4,0,0,20,4.0,0,0.8,0,0,4,1,3,2,3,0.0,0
23264,4,117,2008,8,8,29,2,4,4,3,2,2,0.0,2,1,2008-05-08,3,0,0,19,3.0,0,0.75,0,0,3,1,3,2,3,0.0,0
23265,6,281,2008,8,8,29,2,5,2,2,1,1,0.3333333333333333,2,1,2008-06-27,4,0,0,26,5.0,0,0.8333333333333334,0,5,0,1,2,2,2,1.0,0
23266,11,425,2008,8,8,29,1,10,4,6,2,1,0.7272727272727273,4,1,2008-08-01,4,0,0,31,12.0,0,1.0909090909090908,0,0,0,11,4,0,4,1.0,0
23267,3,148,2008,8,8,29,2,3,2,2,1,1,1.0,1,1,2008-07-10,3,0,0,28,2.0,0,0.6666666666666666,1,0,0,2,1,1,4,0.0,0
23268,2,95,2008,8,8,29,1,2,2,2,1,1,0.5,1,0,2008-07-25,4,0,0,30,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
23269,1,55,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-08-09,5,1,0,32,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23270,1,28,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-07-08,1,0,0,28,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23271,9,431,2008,8,8,29,2,9,6,4,2,1,0.5555555555555556,2,0,2008-06-19,3,0,0,25,8.0,0,0.8888888888888888,0,1,8,0,3,2,3,0.0,0
23272,3,158,2008,8,8,29,1,2,1,1,1,1,0.3333333333333333,1,0,2008-04-07,0,0,0,15,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,1.0,0
23273,3,128,2008,8,8,29,1,3,3,3,2,1,0.3333333333333333,3,0,2008-04-21,0,0,0,17,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
23274,1,62,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-05-23,4,0,0,21,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23275,11,406,2008,8,8,29,3,11,6,4,2,1,0.45454545454545453,3,1,2008-06-28,5,1,0,26,12.0,0,1.0909090909090908,4,0,4,3,3,8,1,0.0,0
23276,2,91,2008,8,8,29,1,2,1,2,1,1,1.0,1,1,2008-05-19,0,0,0,21,1.0,0,0.5,0,0,0,2,4,0,4,0.0,0
23277,1,52,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-06-28,5,1,0,26,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23278,1,62,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-05-13,1,0,0,20,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23279,1,43,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-07-13,6,1,0,28,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23280,2,105,2008,8,8,16,1,2,1,2,1,1,0.5,1,0,2008-07-17,3,0,0,29,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
23281,1,33,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-06-19,3,0,0,25,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23282,14,507,2008,8,8,29,2,13,6,6,2,1,0.14285714285714285,4,1,2008-07-21,0,0,0,30,14.0,0,1.0,0,3,0,11,4,6,4,1.0,0
23283,6,296,2008,8,8,29,2,6,4,4,2,1,0.6666666666666666,4,1,2008-07-01,1,0,0,27,5.0,0,0.8333333333333334,0,3,0,3,4,4,4,0.0,0
23284,3,176,2008,8,8,29,2,3,3,3,1,1,1.0,2,0,2008-05-07,2,0,0,19,3.0,0,1.0,1,2,0,0,2,2,2,0.0,0
23285,5,282,2008,8,8,29,2,5,3,3,2,1,1.0,2,1,2008-06-20,4,0,0,25,5.0,0,1.0,3,0,0,2,1,2,1,0.0,0
23286,1,67,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-06-01,6,1,0,22,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23287,7,276,2008,8,8,29,3,7,5,4,2,1,0.2857142857142857,4,0,2008-07-03,3,0,0,27,10.0,0,1.4285714285714286,1,2,4,0,1,3,3,0.0,0
23288,1,38,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-04-13,6,1,0,15,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23289,11,496,2008,8,8,29,2,11,5,4,2,1,0.45454545454545453,3,1,2008-07-24,3,0,0,30,10.0,0,0.9090909090909091,6,0,0,5,4,5,1,0.0,0
23290,3,133,2008,8,8,29,2,3,3,3,2,1,0.6666666666666666,3,1,2008-04-15,1,0,0,16,3.0,0,1.0,0,1,0,2,4,1,2,0.0,0
23291,25,956,2008,8,8,29,3,20,8,6,2,1,0.36,5,1,2008-08-08,4,0,0,32,34.0,0,1.36,7,0,7,11,1,17,4,3.0,1
23292,8,357,2008,8,8,29,2,8,4,4,2,1,0.875,3,1,2008-04-20,6,1,0,16,9.0,0,1.125,2,0,0,6,4,2,4,0.0,0
23293,32,1339,2008,8,8,29,4,23,10,6,2,1,0.5625,5,1,2008-06-01,6,1,0,22,40.0,0,1.25,10,1,7,14,1,24,1,5.0,1
23294,10,359,2008,8,8,29,3,10,7,5,2,1,0.2,2,1,2008-05-18,6,1,0,20,11.0,0,1.1,4,0,1,5,4,6,1,0.0,0
23295,2,71,2008,8,8,29,2,2,2,1,1,1,0.5,1,1,2008-06-07,5,1,0,23,1.0,0,0.5,1,0,0,1,4,1,1,0.0,0
23296,39,1716,2008,8,8,29,4,37,12,6,2,1,0.4358974358974359,5,1,2008-04-29,1,0,0,18,44.0,0,1.1282051282051282,21,4,7,7,4,22,1,2.0,1
23297,4,176,2008,8,8,29,2,4,3,3,1,1,0.5,2,1,2008-08-04,0,0,0,32,3.0,0,0.75,3,0,0,1,4,1,1,0.0,0
23298,9,424,2008,8,8,29,3,8,4,5,2,1,0.3333333333333333,3,0,2008-05-08,3,0,0,19,8.0,0,0.8888888888888888,7,1,1,0,1,4,1,1.0,0
23299,1,48,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-08-04,0,0,0,32,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23301,5,252,2008,8,8,29,2,5,3,5,2,1,0.6,1,0,2008-06-10,1,0,0,24,4.0,0,0.8,4,1,0,0,1,2,1,0.0,0
23302,8,361,2008,8,8,29,2,8,6,5,2,1,0.625,5,1,2008-06-06,4,0,0,23,7.0,0,0.875,0,3,0,5,4,3,2,0.0,0
23303,1,38,2008,8,8,29,1,1,1,1,1,1,1.0,1,1,2008-04-15,1,0,0,16,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
23304,2,103,2008,8,8,29,1,2,1,2,1,1,0.5,1,0,2008-06-22,6,1,0,25,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
23305,13,550,2008,8,8,29,2,13,6,4,2,1,0.46153846153846156,2,1,2008-08-12,1,0,0,33,15.0,0,1.1538461538461537,0,8,0,5,2,4,2,0.0,0
23306,1,48,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-07-23,2,0,0,30,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23307,5,221,2008,8,8,29,2,5,3,3,2,1,0.6,3,0,2008-04-29,1,0,0,18,4.0,0,0.8,0,1,4,0,3,2,3,0.0,0
23308,9,457,2008,8,8,29,1,9,8,5,1,1,0.5555555555555556,2,0,2008-04-01,1,0,0,14,8.0,0,0.8888888888888888,0,9,0,0,2,0,2,0.0,0
23309,3,128,2008,8,8,29,1,3,3,2,1,1,0.3333333333333333,1,0,2008-07-15,1,0,0,29,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
23310,4,166,2008,8,8,29,2,4,3,3,2,1,0.25,2,0,2008-05-01,3,0,0,18,3.0,0,0.75,3,0,1,0,1,2,1,0.0,0
23311,1,43,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-07-09,2,0,0,28,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23312,1,52,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-07-14,0,0,0,29,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23313,12,455,2008,8,8,29,2,10,7,5,2,1,0.25,3,1,2008-07-26,5,1,0,30,12.0,0,1.0,6,0,0,6,4,4,4,2.0,0
23314,5,271,2008,8,8,29,1,5,5,3,2,1,0.8,2,0,2008-06-25,2,0,0,26,5.0,0,1.0,0,5,0,0,2,0,2,0.0,0
23315,7,274,2008,8,8,46,3,7,5,5,2,1,0.42857142857142855,3,0,2008-06-07,5,1,0,23,7.0,0,1.0,1,2,4,0,2,4,1,0.0,0
23316,12,588,2008,8,8,29,1,9,4,5,1,1,0.25,2,0,2008-06-04,2,0,0,23,14.0,0,1.1666666666666667,12,0,0,0,1,0,1,3.0,0
23317,1,43,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-04-02,2,0,0,14,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23318,3,138,2008,8,8,29,2,3,3,3,1,1,0.3333333333333333,2,0,2008-04-13,6,1,0,15,3.0,0,1.0,1,2,0,0,1,1,2,0.0,0
23319,14,673,2008,8,8,29,3,13,5,5,2,1,0.7142857142857143,4,1,2008-07-24,3,0,0,30,15.0,0,1.0714285714285714,6,0,3,5,4,10,4,1.0,1
23320,8,304,2008,8,8,29,2,8,4,6,2,1,0.625,3,1,2008-07-29,1,0,0,31,7.0,0,0.875,0,0,2,6,3,3,4,0.0,0
23321,17,666,2008,8,8,29,2,14,8,4,2,1,0.7058823529411765,4,1,2008-04-11,4,0,0,15,19.0,0,1.1176470588235294,0,0,5,12,3,5,4,3.0,1
23322,26,999,2008,8,8,29,3,25,10,6,2,1,0.34615384615384615,5,1,2008-07-14,0,0,0,29,35.0,0,1.3461538461538463,9,0,4,13,4,16,4,1.0,1
23323,7,343,2008,8,8,29,2,4,3,2,2,1,0.42857142857142855,2,0,2008-05-19,0,0,0,21,8.0,0,1.1428571428571428,2,5,0,0,2,3,1,3.0,0
23324,24,1057,2008,8,8,41,3,23,8,6,2,1,0.7083333333333334,5,1,2008-05-08,3,0,0,19,25.0,0,1.0416666666666667,0,3,4,17,4,10,4,1.0,1
23325,1,67,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-06-06,4,0,0,23,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23327,8,400,2008,8,8,29,1,8,5,4,2,1,0.5,2,0,2008-08-10,6,1,0,32,7.0,0,0.875,0,8,0,0,2,0,2,0.0,0
23328,2,129,2008,8,8,29,1,2,2,2,1,1,1.0,1,0,2008-05-12,0,0,0,20,2.0,0,1.0,0,2,0,0,2,0,2,0.0,0
23329,61,2619,2008,8,8,29,4,57,12,6,2,1,0.45901639344262296,4,1,2008-05-30,4,0,0,22,74.0,0,1.2131147540983607,23,12,18,8,1,47,3,4.0,1
23330,4,200,2008,8,8,29,2,4,3,2,1,1,0.5,1,0,2008-06-21,5,1,0,25,3.0,0,0.75,2,2,0,0,1,1,2,0.0,0
23331,2,71,2008,8,8,29,1,2,2,2,1,2,0.0,1,0,2008-04-06,6,1,0,14,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
23333,1,33,2008,8,8,29,1,1,1,1,1,2,0.0,1,1,2008-04-22,1,0,0,17,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
23334,7,280,2008,8,8,29,2,7,7,3,2,1,0.42857142857142855,3,0,2008-07-05,5,1,0,27,7.0,0,1.0,2,0,5,0,3,4,3,0.0,0
23335,4,243,2008,8,8,29,1,4,3,4,2,1,1.0,2,0,2008-06-09,0,0,0,24,3.0,0,0.75,0,4,0,0,2,0,2,0.0,0
23336,1,62,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-05-07,2,0,0,19,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23337,4,204,2008,8,8,29,3,4,4,3,2,1,0.75,3,0,2008-06-06,4,0,0,23,3.0,0,0.75,1,2,1,0,2,3,3,0.0,0
23338,9,359,2008,8,8,29,3,8,5,5,2,1,0.4444444444444444,2,1,2008-08-12,1,0,0,33,10.0,0,1.1111111111111112,3,0,5,1,1,4,3,1.0,0
23339,7,323,2008,8,8,9,1,6,5,4,2,1,0.42857142857142855,3,0,2008-07-16,2,0,0,29,8.0,0,1.1428571428571428,7,0,0,0,1,0,1,1.0,0
23340,1,57,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-04-06,6,1,0,14,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
23341,6,264,2008,8,8,29,2,6,5,3,2,1,0.3333333333333333,3,0,2008-04-07,0,0,0,15,5.0,0,0.8333333333333334,4,0,2,0,1,4,1,0.0,0
23342,20,943,2008,8,8,29,4,20,8,6,2,1,0.65,3,1,2008-04-30,2,0,0,18,21.0,0,1.05,9,3,1,7,1,15,1,0.0,1
23345,2,114,2008,8,8,29,1,2,1,2,1,1,1.0,1,0,2008-04-07,0,0,0,15,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
23347,2,110,2008,8,8,29,1,2,1,1,1,1,0.5,1,0,2008-07-12,5,1,0,28,1.0,0,0.5,0,2,0,0,2,0,2,0.0,0
23348,3,177,2008,8,8,29,1,3,1,2,1,1,0.6666666666666666,1,0,2008-05-29,3,0,0,22,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
23349,7,286,2008,8,8,29,2,7,5,4,2,1,0.42857142857142855,3,0,2008-07-13,6,1,0,28,6.0,0,0.8571428571428571,3,0,4,0,3,3,1,0.0,0
23350,36,1347,2008,8,8,29,3,31,10,6,2,1,0.5555555555555556,5,1,2008-04-02,2,0,0,14,43.0,0,1.1944444444444444,0,1,15,20,3,16,4,5.0,1
23351,2,81,2008,8,8,29,1,2,1,2,1,2,0.0,1,0,2008-08-06,2,0,0,32,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
23352,5,248,2008,8,8,9,1,4,4,2,1,1,1.0,3,0,2008-06-09,0,0,0,24,4.0,0,0.8,0,0,5,0,3,0,3,1.0,0
23353,5,205,2008,8,8,29,1,4,2,3,2,1,0.8,2,1,2008-04-01,1,0,0,14,5.0,0,1.0,0,0,0,5,4,0,4,1.0,0
23354,3,172,2008,8,8,29,1,3,2,2,2,1,0.6666666666666666,1,0,2008-04-22,1,0,0,17,2.0,0,0.6666666666666666,0,3,0,0,2,0,2,0.0,0
23355,11,530,2008,8,8,29,4,11,6,5,2,1,0.6363636363636364,3,1,2008-08-09,5,1,0,32,15.0,0,1.3636363636363635,2,6,2,1,3,7,1,0.0,0
23356,1,33,2008,8,8,29,1,1,1,1,1,2,0.0,1,0,2008-04-21,0,0,0,17,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23357,1,48,2008,8,8,9,1,1,1,1,1,1,1.0,1,0,2008-07-03,3,0,0,27,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
23358,5,272,2008,8,8,46,2,5,3,4,1,1,0.6,1,0,2008-04-11,4,0,0,15,4.0,0,0.8,3,2,0,0,2,3,1,0.0,0
23359,11,481,2008,8,8,29,2,10,5,5,2,1,0.6363636363636364,4,0,2008-04-29,1,0,0,18,11.0,0,1.0,1,0,10,0,3,2,3,1.0,0
23360,1,62,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-04-25,4,0,0,17,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
23361,24,1040,2008,8,8,29,3,22,7,6,2,1,0.4166666666666667,1,1,2008-04-28,0,0,0,18,31.0,0,1.2916666666666667,16,0,1,7,1,10,1,2.0,1
23362,3,124,2008,8,8,46,1,3,1,2,2,2,0.0,1,0,2008-07-20,6,1,0,29,3.0,0,1.0,3,0,0,0,1,0,1,0.0,0
23363,6,231,2008,8,8,29,3,5,5,3,2,1,0.3333333333333333,3,0,2008-07-24,3,0,0,30,5.0,0,0.8333333333333334,3,2,1,0,3,2,1,1.0,0
23364,2,114,2008,8,8,29,1,1,1,1,1,1,1.0,1,0,2008-04-22,1,0,0,17,1.0,0,0.5,0,2,0,0,2,0,2,1.0,0
23365,10,394,2008,8,8,29,2,9,6,5,2,1,0.5,4,0,2008-06-09,0,0,0,24,9.0,0,0.9,1,0,9,0,3,2,3,1.0,0
23366,14,564,2008,8,8,29,2,12,5,6,2,1,0.6428571428571429,4,1,2008-08-05,1,0,0,32,15.0,0,1.0714285714285714,3,0,0,11,4,4,4,2.0,1
